x,y,z,roll,pitch,yaw
-1.6994022839956,-0.12561571626543933,-0.2317888485934555,156.30578165020384,14.837630260040584,-4.425977992884136
-1.714692351352899,0.00471183129173405,0.1314596158971359,145.0854046929488,25.198968298795226,-12.927928185545772
-1.0767632643324438,0.002863746061617575,-0.3957106022232476,158.01591478867118,17.42292952990252,-8.310071339852591
1.815562618717773,0.05691407462708663,0.060167073941037416,170.88256319760808,-15.446955807933088,-1.473705858349654
1.8680640952334926,-0.20046745985083084,0.47328341120238004,162.50184428830056,-33.57770369484852,4.673281225230266
1.9363893132119219,0.7677671762935764,0.2077962186812284,162.50184428830056,-33.57770369484852,4.673281225230266
1.7773388498803124,0.9840555220668104,0.5049257199535391,175.66730361023437,-38.48604287149179,5.688302658832176
0.3882111908532853,0.6937632354420274,-0.7061349469220902,173.76303901841604,-12.727374056364754,2.625439623515006
-1.7538671148638343,0.6609286963030312,-0.4636191066302562,166.80744786267493,3.047398308780187,-1.6527916574123878
-1.7830647589814017,0.6923312890205378,-0.2630232138288957,172.58057573464623,7.4351679523967,-0.9389371345095636
-1.3438614193230443,0.5461175815540551,1.8471452824842955,-172.1576232519912,13.44196323015755,-0.9484022936121765
-1.27546257374906,0.5040452833488424,2.1361978788353033,-172.1576232519912,13.44196323015755,-0.9484022936121765
-1.2469175395083405,0.4351157278708567,1.8715433688166143,-168.06075346549417,17.247767908302215,0.09869926636085909
-0.005289586602383459,0.3675359053314561,1.768923318380171,-165.30880369230357,8.441967254617245,-2.1381973528333855
1.2325514436985974,0.47794271133015254,1.9655633180104315,-162.9845375942871,-11.223859545073061,-23.403269160775178
1.2716328168364466,0.5683483504677177,1.996283393821052,-162.9845375942871,-11.223859545073061,-23.403269160775178
1.429471270140864,-0.5004119867799469,1.700268267418148,166.99234412050657,-16.130752935004477,-21.80412341851227
1.3959249272542438,-0.438506732010871,1.8874642403151944,166.99234412050657,-16.130752935004477,-21.80412341851227
0.2058473905785665,-0.7383595619644067,2.025960022410716,141.12286790500013,-4.530827478532554,-0.39116551009318906
-0.9312840147134123,-0.7076346217777822,1.9788340592717126,141.30615850555566,-2.949955531486152,-3.9097935174314586
-0.9616235848817614,-0.5675118977885569,1.738460781438225,144.42282269204162,0.5820523066580638,-8.58095714982095
